job_title,experience_level,employment_type,work_models,work_year,employee_residence,salary,salary_currency,salary_in_usd,company_location,company_size,salary_in_gbp
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium,114800.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,170200,USD,170200,United States,Medium,139564.0
Data Engineer,Mid-level,Full-time,On-site,2023,United States,83900,USD,83900,United States,Medium,68798.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,101570,USD,101570,United States,Medium,83287.4
Data Analyst,Senior-level,Full-time,Remote,2023,United States,177000,USD,177000,United States,Medium,145140.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,118000,USD,118000,United States,Medium,96760.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,234500,USD,234500,United States,Medium,192290.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,127000,USD,127000,United States,Medium,104140.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,287500,USD,287500,United States,Medium,235750.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,168000,USD,168000,United States,Medium,137760.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,127099.99999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,153000,USD,153000,United States,Medium,125459.99999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,136000,USD,136000,United States,Medium,111520.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,254000,USD,254000,United States,Medium,208280.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,214500,USD,214500,United States,Medium,175890.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,134500,USD,134500,United States,Medium,110290.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,136000,USD,136000,United States,Medium,111520.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,104000,USD,104000,United States,Medium,85280.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,143000,USD,143000,United States,Medium,117260.0
Data Scientist,Mid-level,Full-time,Remote,2023,United States,117000,USD,117000,United States,Medium,95940.0
Research Engineer,Senior-level,Full-time,On-site,2023,United States,370000,USD,370000,United States,Medium,303400.0
Research Engineer,Senior-level,Full-time,On-site,2023,United States,200000,USD,200000,United States,Medium,164000.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,275300,USD,275300,United States,Medium,225746.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,183500,USD,183500,United States,Medium,150470.0
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,230000,USD,230000,United States,Medium,188600.0
Applied Scientist,Senior-level,Full-time,Remote,2023,United States,196000,USD,196000,United States,Medium,160720.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,253000,USD,253000,United States,Medium,207460.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,172040,USD,172040,United States,Medium,141072.8
Data Engineer,Senior-level,Full-time,Remote,2023,United States,234000,USD,234000,United States,Medium,191880.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,178000,USD,178000,United States,Medium,145960.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,164000,USD,164000,United States,Medium,134480.0
Business Intelligence Specialist,Mid-level,Full-time,On-site,2023,United States,109238,USD,109238,United States,Medium,89575.15999999999
Business Intelligence Specialist,Mid-level,Full-time,On-site,2023,United States,68274,USD,68274,United States,Medium,55984.68
Data Analyst,Entry-level,Full-time,On-site,2023,United States,80800,USD,80800,United States,Medium,66256.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,53800,USD,53800,United States,Medium,44116.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,258900,USD,258900,United States,Medium,212298.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,176080,USD,176080,United States,Medium,144385.6
Business Intelligence Analyst,Mid-level,Full-time,Remote,2023,United States,110000,USD,110000,United States,Medium,90200.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,309000,USD,309000,United States,Medium,253379.99999999997
Data Quality Analyst,Mid-level,Full-time,Remote,2023,United States,65000,USD,65000,United States,Medium,53300.0
Data Quality Analyst,Mid-level,Full-time,Remote,2023,United States,60000,USD,60000,United States,Medium,49200.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,132100,USD,132100,United States,Medium,108322.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,68400,USD,68400,United States,Medium,56088.0
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,160000,USD,160000,United States,Medium,131200.0
Business Intelligence Engineer,Senior-level,Full-time,Remote,2023,United States,140000,USD,140000,United States,Medium,114800.0
Data Analyst,Mid-level,Full-time,Remote,2023,United States,62500,USD,62500,United States,Medium,51250.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,142000,USD,142000,United States,Medium,116440.0
Data Analyst,Senior-level,Full-time,On-site,2023,United States,128000,USD,128000,United States,Medium,104960.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,127099.99999999999
Data Scientist,Senior-level,Full-time,On-site,2023,United States,139500,USD,139500,United States,Medium,114390.0
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,129000,USD,129000,United States,Medium,105780.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,259000,USD,259000,United States,Medium,212380.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,138750,USD,138750,United States,Medium,113775.0
Research Engineer,Senior-level,Full-time,On-site,2023,United States,155000,USD,155000,United States,Medium,127099.99999999999
Research Engineer,Senior-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium,106600.0
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,215000,USD,215000,United States,Medium,176300.0
Applied Scientist,Senior-level,Full-time,On-site,2023,United States,182750,USD,182750,United States,Medium,149855.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,207000,USD,207000,United States,Medium,169740.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,141000,USD,141000,United States,Medium,115620.0
Machine Learning Engineer,Entry-level,Full-time,Remote,2023,Uganda,36000,USD,36000,United States,Medium,29520.0
Research Engineer,Mid-level,Full-time,On-site,2023,United States,300000,USD,300000,United States,Medium,245999.99999999997
Data Analyst,Mid-level,Full-time,On-site,2023,United States,116700,USD,116700,United States,Medium,95694.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,93400,USD,93400,United States,Medium,76588.0
Data Analyst,Entry-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium,65600.0
Applied Scientist,Mid-level,Full-time,On-site,2023,United States,179000,USD,179000,United States,Medium,146780.0
Applied Scientist,Mid-level,Full-time,On-site,2023,United States,176490,USD,176490,United States,Medium,144721.8
Data Scientist,Senior-level,Full-time,On-site,2023,United States,195000,USD,195000,United States,Medium,159900.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,143750,USD,143750,United States,Medium,117875.0
Data Scientist,Mid-level,Full-time,On-site,2023,United States,180000,USD,180000,United States,Medium,147600.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,199000,USD,199000,United States,Medium,163180.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,196760,USD,196760,United States,Medium,161343.19999999998
ML Engineer,Senior-level,Full-time,On-site,2023,United States,324000,USD,324000,United States,Medium,265680.0
ML Engineer,Senior-level,Full-time,On-site,2023,United States,159000,USD,159000,United States,Medium,130379.99999999999
Data Engineer,Senior-level,Full-time,On-site,2023,United States,222000,USD,222000,United States,Medium,182040.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,Italy,65000,EUR,70179,United States,Large,57546.78
BI Developer,Mid-level,Full-time,On-site,2023,United States,110000,USD,110000,United States,Medium,90200.0
BI Developer,Mid-level,Full-time,On-site,2023,United States,75000,USD,75000,United States,Medium,61499.99999999999
Machine Learning Engineer,Senior-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium,65600.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,126500,USD,126500,United States,Medium,103730.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,78000,USD,78000,United States,Medium,63959.99999999999
Data Lead,Executive-level,Full-time,On-site,2023,United States,250000,USD,250000,United States,Medium,205000.0
Data Lead,Executive-level,Full-time,On-site,2023,United States,222000,USD,222000,United States,Medium,182040.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,120000,USD,120000,United States,Medium,98400.0
Decision Scientist,Mid-level,Full-time,On-site,2023,United States,204500,USD,204500,United States,Medium,167690.0
Decision Scientist,Mid-level,Full-time,On-site,2023,United States,142200,USD,142200,United States,Medium,116604.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,297000,USD,297000,United States,Medium,243540.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,138000,USD,138000,United States,Medium,113160.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,147600,USD,147600,United States,Medium,121032.0
Data Analyst,Mid-level,Full-time,On-site,2023,United States,106300,USD,106300,United States,Medium,87166.0
Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,131250,USD,131250,United States,Medium,107625.0
Data Science Consultant,Senior-level,Full-time,On-site,2023,United States,128100,USD,128100,United States,Medium,105042.0
Data Engineer,Executive-level,Full-time,Remote,2023,United States,174500,USD,174500,United States,Medium,143090.0
Data Engineer,Executive-level,Full-time,Remote,2023,United States,113000,USD,113000,United States,Medium,92660.0
Financial Data Analyst,Entry-level,Full-time,Hybrid,2023,United States,56500,USD,56500,United States,Large,46330.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,227000,USD,227000,United States,Medium,186140.0
Data Scientist,Senior-level,Full-time,Remote,2023,United States,185000,USD,185000,United States,Medium,151700.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,230000,USD,230000,United States,Medium,188600.0
Machine Learning Engineer,Mid-level,Full-time,On-site,2023,United States,160000,USD,160000,United States,Medium,131200.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,138300,USD,138300,United States,Medium,113406.0
Data Engineer,Senior-level,Full-time,On-site,2023,United States,110700,USD,110700,United States,Medium,90774.0
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,130000,USD,130000,United States,Medium,106600.0
Business Intelligence Analyst,Senior-level,Full-time,On-site,2023,United States,80000,USD,80000,United States,Medium,65600.0
Data Engineer,Senior-level,Full-time,Remote,2023,United States,212175,USD,212175,United States,Medium,173983.5
Data Engineer,Senior-level,Full-time,Remote,2023,United States,156000,USD,156000,United States,Medium,127919.99999999999
Data Analyst,Mid-level,Full-time,Remote,2023,United States,111151,USD,111151,United States,Medium,91143.81999999999
Data Analyst,Mid-level,Full-time,Remote,2023,United States,66691,USD,66691,United States,Medium,54686.619999999995
Data Scientist,Senior-level,Full-time,On-site,2023,United States,190000,USD,190000,United States,Medium,155800.0
Data Scientist,Senior-level,Full-time,On-site,2023,United States,138700,USD,138700,United States,Medium,113734.0
Data Analyst,Senior-level,Full-time,Remote,2023,United States,95040,USD,95040,United States,Medium,77932.79999999999
Data Analyst,Senior-level,Full-time,Remote,2023,United States,59400,USD,59400,United States,Medium,48708.0
Machine Learning Engineer,Senior-level,Full-time,Remote,2023,United States,197802,USD,197802,United States,Medium,162197.63999999998
